og_representation,mapping
कोरसिका,korsika
कोर्तुडे,kortude
कौसर,kosar
कोसेस,koses
कौशल,koshal
कोस्ते,koste
कोटा,kota
कोटक,Kotak
कोटकर,kotakar
कोतलखलाटी,kotalakhalati
कोटेश्वर,Koteshwar
कोथलखलाटी,Kothalakhalati
कोठारी,Kothari
कोठींबे,kothimbe
कौटी,koti
कोटि,koti
कॉ्टी,koti
कोवरी,kovri
कोवसर,kovsar
कोयना,koyna
कोयनावेळे,koynavele
केपी,KP
क़मरुद्दीन,kramuddin
क्रांती,kranti
क्रांति,kranti
क्रअे,krao
कृपालू,krapalu
कृतिका,kratika
कृतीका,kratika
क्रेमलिन,Kremlin
कृपा,kripa
क्रुपा,kripa
क्रिपा,kripa
क्रीपा,kripa
कृपाचार्य,Kripacharya
क़िरोल,krirol
क्रिश,krish
क्रिशा,krisha
क्रीष्ण,krishan
क्रिशय,krishay
क्रिषीका,krishika
क्रिष्ण,Krishn
कृष्ण,Krishn
क्रिष्णा,Krishna
कृष्णा,Krishna
कृष्णामाई,Krishna
किसना,krishna
क्रिश्ना,krishna
कृष्णानगर,krishna nagar
कृष्णाटाऊनशिप,krishna township
कृष्णचंद्र,krishnachand
कृष्णदिप,krishnadeep
कृष्णधाम,Krishnadham
कृष्णाधाम,krishnadham
कृष्णगंगा,krishnaganga
कृष्णगिरी,Krishnagiri
कृष्णाग्रीन,krishnagreen
कृष्णाई,krishnai
कृष्णकमल,krishnakamal
कृष्णकृपा,krishnakripa
कृष्णाकृपा,krishnakripa
कृष्णाकुंज,krishnakunj
क्रिष्णकुंज,krishnakunj
कृष्णाल,krishnal
कृष्णलीला,krishnalila
क्रिष्णामहल,krishnamahal
कृष्णानगरी,Krishnanagar
कृष्णराज,krishnaraj
कृष्णसारा,krishnasara
कृष्णाशरण,krishnasharan
कृष्णस्थळ,krishnasthal
कृष्णस्थल,krishnasthal
कृष्णास्थळ,krishnasthal
कृष्णाटाऊन,krishnatown
कृष्णज्योत,krishnjyot
कृष्णकुंज,Krishnkunj
कृष्णपिगांक्ष,krishnpigansh
कृष्णसागर,krishnsagar
क्रीशराज,krishraj
क्रिश्वी,krishvi
क्रिशिका,krisika
क्रिशीका,krisika
क्रीशिव,krisiv
क्रिष्णाधाम,krisnadham
कृती,kriti
क्रितिका,kritika
कृपासिंधु,krpasindhu
क्रिष,krsh
कृष्णमाई,krsnamai
कृष्णपुजा,krsnapuja
कृणाल,krunal
कृष्णांजली,krushnanjali
कृष्णशैली,krushnashaili
क्रीप्टोन,Krypton
क्षत्रुंजी,ksatrunji
क्सेलेन्सी,kselensi
क्षितिज,kshitij
कुबेर,Kuber
कुका,Kuca
कुडाळ,Kudal
कुदरत,kudrat
कुडुस,kudus
कूडुस,kudus
कफ,kuf
कुहिरे,kuhire
कुकशेत,kukaseta
कुकरेजा,kukreja
कुकरेज़ा,kukreja
कुकरेंजा,kukreja
कुकसेत,kukset
कुलाबा,kulaba
कुळगंाव,kulagamava
कुळवहिवाट,kulavhivat
कुलदीप,Kuldeep
कुलदिप,kuldeep
कुलदेवी,kuldevi
कुळगावं,kulgaon
कुळगंाव,kulgaon
कुल्हे,kulhe
कुलकर्णी,Kulkarni
कुलसुम,kulsam
कुलस्वामीनी,kulswamini
कुलस्वामिनी,kulswamini
कुलुप,kulup
कुलुपवाडी,kulupavadi
कुलूपवाडी,kulupavadi
कुम,Kum
कुमार,Kumar
कुमारम,kumaran
कुमठा,kumatha
कुंभ,Kumbh
कुंभारआळी,kumbharali
कुंभारखाण,kumbharkhan
कुंभारवाडा,Kumbharwada
कुंभेशिवथर,kumbhesivathar
कुमकुम,Kumkum
कुमशेत,kumshet
कुमुद,kumud
कुमूद,kumud
कुणाल,Kunal
कुनाल,kunal
कुंड,kund
कुंडलीका,Kundalik
कुंडलिक,Kundalik
कुंडलीक,Kundalik
कुंदन,Kundan
कंुज,kunj
कुंज,kunj
कुज,kunj
कुंज़,kunj
कुन्ज,kunj
कुंजली,Kunjali
कुंजाली,kunjali
कंजुरमार्ग,kunjar marg
कुंजविहार,kunjvihar
कुंकाई,kunkai
कुंकूवाडी,kunkuvadi
कुंटे,Kunte
कुंथ,kunth
कुंथज्योती,kunthjyoti
कुंती,Kunti
कुवर,Kunwar
कुरगाव,kuragaon
कुराराबाद,kurarabad
कुरगांव,kurgaon
कूर्ला,kurla
कुरमांचल,kurmanchal
कुश,kush
कुशल,kushal
कुसुम,Kusum
कुसूम,kusum
कुसुंबा,kusumba
कुतबी,kutabi
कुटी,kuti
कुटीन्हो,kutinho
कुटीर,Kutir
कुटिर,kutir
कुतीर,kutir
कुतुब,kutub
कुतूरविहिर,kuturvihir
कुवरजी,kuwarji
केडब्ल्यु,Kw
केडब्ल्युसी,KWC
केडब्लुसी,KWC
केडब्लूसी,KWC
क्योटो,Kyoto
ल,l
ल,l
एल,L
एलआय,L I
एलआयजी,L.I.G.
लाने,laane
लेब्बैक,Labback
लाब्धी,labdhi
लाभ,Labh
लाभा,labh
लाभकृपा,labh kripa
लाभदर्शन,labhdarshan
लाभसिध्दी,labhsiddhi
मजदूर,labour
लेबर,labour
लच्छीराम,lacchiram
लाड,Lad
लद्धा,laddha
लघु,laghu
लहेर,laher
लहर,laher
लाहोटी,Lahoti
्लाझा,lajha
ळजी,laji
लजपत,Lajpat
लजपतराय,Lajpatrai
लाजपतराय,lajpatrai
लेक्स,Lakes
लेकसाइड,Lakeside
लेकव्हयु,lakevew
लाख,lakh
लखानी,Lakhani
लखानीज,lakhanis
लाखिवली,lakhivali
लखमशी,lakhmasi
लाखोला,lakhola
लॅक्सकॉन,lakscon
लक्ष,laksh
लक्षचंडी,lakshchandi
लक्ष्मि,Lakshmi
लक्ष्मी,Lakshmi
लक्ष्मी,Lakshmi
लक्ष्मीनगर,lakshmi nagar
लक्ष्मीबाग,lakshmibagh
लक्ष्य,lakshya
लक्ष्यदीप,lakshyadeep
लक्ष्म्ी,laksmi
लक्ष्मीकृपा,laksmikrpa
लक्ष्मीनाथ,laksminnath
लाल,lal
लालबहादुर,Lal Bahadur
लालबहादूर,Lal Bahadur
लाला,lala
लालाबाग,lala bagh
लालजीपाडा,lalajipada
ललानी,lalani
लालानी,Lalani
लालबाग,Lalbagh
ललित,lalit
ललीत,Lalit
ललिता,Lalita
ललीता,Lalita
लालजी,Lalji
लालकृपा,lalkripa
लल्लुभाई,lallubhai
लालमनी,lalmani
लालूभाई,lalubhai
लालवानी,Lalwani
लामजला,lamajala
लामज़ला,lamazala
लांबा,Lamba
लंबोदर,Lambodar
लंबोदरम्,lambodaram
लामिंग्टन,lamington
लेमोन्ट,lamount
लामोर,Lamour
लेन्सीलॉट,lanciknot
जम,land
भू,land
जमिन,Land
लँड,Land
लॅन्ड,Land
जमिनीचे,land
जमीनीचे,Land
जमीन,land
लॅण्ड,Land
जमीनीची,land
लेंड,Land
जमिनीच्,land
जमिनो,land
जमिीचे,land
ज़मीन,land
जमीनीच्,land
जामीन,land
मुलगी,land
लॅड,land
लॅंड,land
जमीनीबाबत,land income
लॅन्डमार्क,land mark
जमिप्रकार,Land type
लॅण्डमार्क,landmark
लॅडमार्क,landmark
लॅंडमार्क,landmark
लेंडमार्क,landmark
लँडमार्क,Landmarks
लँडस्,lands
लँड्स,lands
लॅन्डस्केप,Landscape
जमिनबाब,Landscaping
भुधारणा,Landscaping
आळी,lane
लेन्,lane
लेन,lane
लंकेश,lankesh
चूक,lapse
लाराम,Laram
लास,Las
अंतीम,last
शेवटचा,last
लास्ट,Last
लता,Lata
लताकुंज,latakunj
लतीफ,lateef
पुढिल,later
नंतरच्,later
लतिफ,Latif
लतीश,latish
लोरा,laura
लावण्,lavan
लावण्य,Lavanya
लवदीप,Lavdeep
लवेंडर,Lavender
लव्हेंडर,lavender
लॅवेंडर,lavender
लेवेंडर,lavender
लेवंेडर,lavender
लविका,lavika
लविनि,lavini
लविशा,lavisa
लवीशा,lavisha
लविस्टा,lavista
लवलेश,lavlesh
लवलेन,lavnel
लावणीलायक,lavnilayak
लॉन,lawn
लॉन्स,Lawns
लॉन्स्,Lawns
लॉरेन्स,Lawrence
लक्ष्मण,Laxman
लक्ष्मन,Laxman
लक्ष्मीनिवास,laxmi niwas
लक्ष्मीबेन,laxmiben
लक्ष्मीचंद,Laxmichand
लक्ष्मीदर्शन,laxmidarshan
लक्ष्मीकांत,Laxmikant
लक्ष्मिकांत,laxmikant
लक्ष्मीनारायण,Laxminarayan
लक्ष्मीपार्क,laxmipark
लक्ष्मीसदन,laxmisadan
लेआऊट,Layout
लेआउट,layout
लेआँऊट,layout
लाझरस,Lazarus
एलबी,lB
ळे,le
ले,Le
लीफ,leaf
लिप,leap
लिस,lease
भाडेपट्ट,lease
भाडेपटटा,lease
भाडेकरारनामा,Lease agreement
सोडत,Leaving
सोडुन,Leaving
लेजर,Ledger
लिला,Leela
लीला,Leela
लिलाराम,leelaram
लीलाराम,leelaram
लिलाताई,leelatai
लिलावती,Leelawati
लॉप्ट,left
पडजमीन,left land
लेगासी,legacy
लिगसी,legacy
लिगेसी,legacy
लेगसी,legacy
लिगॅसी,legacy
लीगसी,legacy
